Technology,Plan,Year,Capacity_MW
Gas,PDP8_rev_high,2004,3570
Gas,PDP8_rev_high,2005,4300
Gas,PDP8_rev_high,2006,4300
Gas,PDP8_rev_high,2007,4770
Gas,PDP8_rev_high,2008,6270
Gas,PDP8_rev_high,2009,7070
Gas,PDP8_rev_high,2010,7070
Gas,PDP8_rev_high,2011,7820
Gas,PDP8_rev_high,2012,7820
Gas,PDP8_rev_high,2013,7820
Gas,PDP8_rev_high,2014,7820
Gas,PDP8_rev_high,2015,8150
Gas,PDP8_rev_high,2016,8150
Gas,PDP8_rev_high,2017,8150
Gas,PDP8_rev_high,2018,8150
Gas,PDP8_rev_high,2019,8150
Gas,PDP8_rev_high,2020,8150
Gas,PDP8_rev_high,2021,8150
Gas,PDP8_rev_high,2022,8150
Gas,PDP8_rev_high,2023,8150
Gas,PDP8_rev_high,2024,8150
Gas,PDP8_rev_high,2025,8921
Gas,PDP8_rev_high,2026,10722.8
Gas,PDP8_rev_high,2027,12524.6
Gas,PDP8_rev_high,2028,14326.4
Gas,PDP8_rev_high,2029,16128.2
Gas,PDP8_rev_high,2030,17930
Gas,PDP8_rev_high,2031,19360.55
Gas,PDP8_rev_high,2032,20791.1
Gas,PDP8_rev_high,2033,22221.65
Gas,PDP8_rev_high,2034,23652.2
Gas,PDP8_rev_high,2035,25082.75
Gas,PDP8_rev_high,2036,26513.3
Gas,PDP8_rev_high,2037,27943.85
Gas,PDP8_rev_high,2038,29374.4
Gas,PDP8_rev_high,2039,30804.95
Gas,PDP8_rev_high,2040,32235.5
Gas,PDP8_rev_high,2041,33666.05
Gas,PDP8_rev_high,2042,35096.6
Gas,PDP8_rev_high,2043,36527.15
Gas,PDP8_rev_high,2044,37957.7
Gas,PDP8_rev_high,2045,39388.25
Gas,PDP8_rev_high,2046,40818.8
Gas,PDP8_rev_high,2047,42249.35
Gas,PDP8_rev_high,2048,43679.9
Gas,PDP8_rev_high,2049,45110.45
Gas,PDP8_rev_high,2050,46541
GAS_H2,PDP8_rev_high,2000,NA
GAS_H2,PDP8_rev_high,2001,NA
GAS_H2,PDP8_rev_high,2002,NA
GAS_H2,PDP8_rev_high,2003,NA
GAS_H2,PDP8_rev_high,2004,NA
GAS_H2,PDP8_rev_high,2005,NA
GAS_H2,PDP8_rev_high,2006,NA
GAS_H2,PDP8_rev_high,2007,NA
GAS_H2,PDP8_rev_high,2008,NA
GAS_H2,PDP8_rev_high,2009,NA
GAS_H2,PDP8_rev_high,2010,NA
GAS_H2,PDP8_rev_high,2011,NA
GAS_H2,PDP8_rev_high,2012,NA
GAS_H2,PDP8_rev_high,2013,NA
GAS_H2,PDP8_rev_high,2014,NA
GAS_H2,PDP8_rev_high,2015,NA
GAS_H2,PDP8_rev_high,2016,NA
GAS_H2,PDP8_rev_high,2017,NA
GAS_H2,PDP8_rev_high,2018,NA
GAS_H2,PDP8_rev_high,2019,NA
GAS_H2,PDP8_rev_high,2020,NA
GAS_H2,PDP8_rev_high,2021,NA
GAS_H2,PDP8_rev_high,2022,NA
GAS_H2,PDP8_rev_high,2023,NA
GAS_H2,PDP8_rev_high,2024,NA
GAS_H2,PDP8_rev_high,2025,0
GAS_H2,PDP8_rev_high,2026,0
GAS_H2,PDP8_rev_high,2027,0
GAS_H2,PDP8_rev_high,2028,0
GAS_H2,PDP8_rev_high,2029,0
GAS_H2,PDP8_rev_high,2030,0
GAS_H2,PDP8_rev_high,2031,351.5
GAS_H2,PDP8_rev_high,2032,703
GAS_H2,PDP8_rev_high,2033,1054.5
GAS_H2,PDP8_rev_high,2034,1406
GAS_H2,PDP8_rev_high,2035,1757.5
GAS_H2,PDP8_rev_high,2036,2109
GAS_H2,PDP8_rev_high,2037,2460.5
GAS_H2,PDP8_rev_high,2038,2812
GAS_H2,PDP8_rev_high,2039,3163.5
GAS_H2,PDP8_rev_high,2040,3515
GAS_H2,PDP8_rev_high,2041,3866.5000000000005
GAS_H2,PDP8_rev_high,2042,4218
GAS_H2,PDP8_rev_high,2043,4569.5
GAS_H2,PDP8_rev_high,2044,4921
GAS_H2,PDP8_rev_high,2045,5272.5
GAS_H2,PDP8_rev_high,2046,5624
GAS_H2,PDP8_rev_high,2047,5975.5
GAS_H2,PDP8_rev_high,2048,6327
GAS_H2,PDP8_rev_high,2049,6678.5
GAS_H2,PDP8_rev_high,2050,7030
Hydro,PDP8_rev_high,2000,3270
Hydro,PDP8_rev_high,2001,3810
Hydro,PDP8_rev_high,2002,4120
Hydro,PDP8_rev_high,2003,4170
Hydro,PDP8_rev_high,2004,4210
Hydro,PDP8_rev_high,2005,4270
Hydro,PDP8_rev_high,2006,4510
Hydro,PDP8_rev_high,2007,4910
Hydro,PDP8_rev_high,2008,5910
Hydro,PDP8_rev_high,2009,7180
Hydro,PDP8_rev_high,2010,8650
Hydro,PDP8_rev_high,2011,10080
Hydro,PDP8_rev_high,2012,13550
Hydro,PDP8_rev_high,2013,14720
Hydro,PDP8_rev_high,2014,15750
Hydro,PDP8_rev_high,2015,16630
Hydro,PDP8_rev_high,2016,17850
Hydro,PDP8_rev_high,2017,17810
Hydro,PDP8_rev_high,2018,17990
Hydro,PDP8_rev_high,2019,20330
Hydro,PDP8_rev_high,2020,20820
Hydro,PDP8_rev_high,2021,21850
Hydro,PDP8_rev_high,2022,22530
Hydro,PDP8_rev_high,2023,22920
Hydro,PDP8_rev_high,2024,23710
Hydro,PDP8_rev_high,2025,24600
Hydro,PDP8_rev_high,2026,26613.4
Hydro,PDP8_rev_high,2027,28626.8
Hydro,PDP8_rev_high,2028,30640.2
Hydro,PDP8_rev_high,2029,32653.6
Hydro,PDP8_rev_high,2030,34667
Hydro,PDP8_rev_high,2031,34964.85
Hydro,PDP8_rev_high,2032,35262.7
Hydro,PDP8_rev_high,2033,35560.55
Hydro,PDP8_rev_high,2034,35858.4
Hydro,PDP8_rev_high,2035,36156.25
Hydro,PDP8_rev_high,2036,36454.1
Hydro,PDP8_rev_high,2037,36751.95
Hydro,PDP8_rev_high,2038,37049.8
Hydro,PDP8_rev_high,2039,37347.65
Hydro,PDP8_rev_high,2040,37645.5
Hydro,PDP8_rev_high,2041,37943.35
Hydro,PDP8_rev_high,2042,38241.2
Hydro,PDP8_rev_high,2043,38539.05
Hydro,PDP8_rev_high,2044,38836.9
Hydro,PDP8_rev_high,2045,39134.75
Hydro,PDP8_rev_high,2046,39432.6
Hydro,PDP8_rev_high,2047,39730.45
Hydro,PDP8_rev_high,2048,40028.3
Hydro,PDP8_rev_high,2049,40326.15
Hydro,PDP8_rev_high,2050,40624
Import,PDP8_rev_high,2000,NA
Import,PDP8_rev_high,2001,NA
Import,PDP8_rev_high,2002,NA
Import,PDP8_rev_high,2003,NA
Import,PDP8_rev_high,2004,NA
Import,PDP8_rev_high,2005,NA
Import,PDP8_rev_high,2006,NA
Import,PDP8_rev_high,2007,NA
Import,PDP8_rev_high,2008,NA
Import,PDP8_rev_high,2009,NA
Import,PDP8_rev_high,2010,NA
Import,PDP8_rev_high,2011,NA
Import,PDP8_rev_high,2012,NA
Import,PDP8_rev_high,2013,NA
Import,PDP8_rev_high,2014,NA
Import,PDP8_rev_high,2015,NA
Import,PDP8_rev_high,2016,NA
Import,PDP8_rev_high,2017,NA
Import,PDP8_rev_high,2018,NA
Import,PDP8_rev_high,2019,NA
Import,PDP8_rev_high,2020,NA
Import,PDP8_rev_high,2021,NA
Import,PDP8_rev_high,2022,NA
Import,PDP8_rev_high,2023,NA
Import,PDP8_rev_high,2024,NA
Import,PDP8_rev_high,2025,1222
Import,PDP8_rev_high,2026,3397.6
Import,PDP8_rev_high,2027,5573.2
Import,PDP8_rev_high,2028,7748.8
Import,PDP8_rev_high,2029,9924.4
Import,PDP8_rev_high,2030,12100
Import,PDP8_rev_high,2031,12229.4
Import,PDP8_rev_high,2032,12358.8
Import,PDP8_rev_high,2033,12488.2
Import,PDP8_rev_high,2034,12617.6
Import,PDP8_rev_high,2035,12747
Import,PDP8_rev_high,2036,12876.4
Import,PDP8_rev_high,2037,13005.8
Import,PDP8_rev_high,2038,13135.2
Import,PDP8_rev_high,2039,13264.6
Import,PDP8_rev_high,2040,13394
Import,PDP8_rev_high,2041,13523.4
Import,PDP8_rev_high,2042,13652.8
Import,PDP8_rev_high,2043,13782.2
Import,PDP8_rev_high,2044,13911.6
Import,PDP8_rev_high,2045,14041
Import,PDP8_rev_high,2046,14170.4
Import,PDP8_rev_high,2047,14299.8
Import,PDP8_rev_high,2048,14429.2
Import,PDP8_rev_high,2049,14558.6
Import,PDP8_rev_high,2050,14688
LNG,PDP8_rev_high,2000,NA
LNG,PDP8_rev_high,2001,NA
LNG,PDP8_rev_high,2002,NA
LNG,PDP8_rev_high,2003,NA
LNG,PDP8_rev_high,2004,NA
LNG,PDP8_rev_high,2005,NA
LNG,PDP8_rev_high,2006,NA
LNG,PDP8_rev_high,2007,NA
LNG,PDP8_rev_high,2008,NA
LNG,PDP8_rev_high,2009,NA
LNG,PDP8_rev_high,2010,NA
LNG,PDP8_rev_high,2011,NA
LNG,PDP8_rev_high,2012,NA
LNG,PDP8_rev_high,2013,NA
LNG,PDP8_rev_high,2014,NA
LNG,PDP8_rev_high,2015,NA
LNG,PDP8_rev_high,2016,NA
LNG,PDP8_rev_high,2017,NA
LNG,PDP8_rev_high,2018,NA
LNG,PDP8_rev_high,2019,NA
LNG,PDP8_rev_high,2020,NA
LNG,PDP8_rev_high,2021,NA
LNG,PDP8_rev_high,2022,NA
LNG,PDP8_rev_high,2023,NA
LNG,PDP8_rev_high,2024,NA
LNG,PDP8_rev_high,2025,0
LNG,PDP8_rev_high,2026,4504.8
LNG,PDP8_rev_high,2027,9009.6
LNG,PDP8_rev_high,2028,13514.4
LNG,PDP8_rev_high,2029,18019.2
LNG,PDP8_rev_high,2030,22524
LNG,PDP8_rev_high,2031,21397.8
LNG,PDP8_rev_high,2032,20271.6
LNG,PDP8_rev_high,2033,19145.4
LNG,PDP8_rev_high,2034,18019.2
LNG,PDP8_rev_high,2035,16893
LNG,PDP8_rev_high,2036,15766.8
LNG,PDP8_rev_high,2037,14640.6
LNG,PDP8_rev_high,2038,13514.4
LNG,PDP8_rev_high,2039,12388.199999999999
LNG,PDP8_rev_high,2040,11262
LNG,PDP8_rev_high,2041,10135.8
LNG,PDP8_rev_high,2042,9009.6
LNG,PDP8_rev_high,2043,7883.4
LNG,PDP8_rev_high,2044,6757.200000000001
LNG,PDP8_rev_high,2045,5631
LNG,PDP8_rev_high,2046,4504.799999999999
LNG,PDP8_rev_high,2047,3378.600000000002
LNG,PDP8_rev_high,2048,2252.399999999998
LNG,PDP8_rev_high,2049,1126.2000000000007
LNG,PDP8_rev_high,2050,0
LNG_CCS,PDP8_rev_high,2000,NA
LNG_CCS,PDP8_rev_high,2001,NA
LNG_CCS,PDP8_rev_high,2002,NA
LNG_CCS,PDP8_rev_high,2003,NA
LNG_CCS,PDP8_rev_high,2004,NA
LNG_CCS,PDP8_rev_high,2005,NA
LNG_CCS,PDP8_rev_high,2006,NA
LNG_CCS,PDP8_rev_high,2007,NA
LNG_CCS,PDP8_rev_high,2008,NA
LNG_CCS,PDP8_rev_high,2009,NA
LNG_CCS,PDP8_rev_high,2010,NA
LNG_CCS,PDP8_rev_high,2011,NA
LNG_CCS,PDP8_rev_high,2012,NA
LNG_CCS,PDP8_rev_high,2013,NA
LNG_CCS,PDP8_rev_high,2014,NA
LNG_CCS,PDP8_rev_high,2015,NA
LNG_CCS,PDP8_rev_high,2016,NA
LNG_CCS,PDP8_rev_high,2017,NA
LNG_CCS,PDP8_rev_high,2018,NA
LNG_CCS,PDP8_rev_high,2019,NA
LNG_CCS,PDP8_rev_high,2020,NA
LNG_CCS,PDP8_rev_high,2021,NA
LNG_CCS,PDP8_rev_high,2022,NA
LNG_CCS,PDP8_rev_high,2023,NA
LNG_CCS,PDP8_rev_high,2024,NA
LNG_CCS,PDP8_rev_high,2025,0
LNG_CCS,PDP8_rev_high,2026,0
LNG_CCS,PDP8_rev_high,2027,0
LNG_CCS,PDP8_rev_high,2028,0
LNG_CCS,PDP8_rev_high,2029,0
LNG_CCS,PDP8_rev_high,2030,0
LNG_CCS,PDP8_rev_high,2031,113.45
LNG_CCS,PDP8_rev_high,2032,226.9
LNG_CCS,PDP8_rev_high,2033,340.34999999999997
LNG_CCS,PDP8_rev_high,2034,453.8
LNG_CCS,PDP8_rev_high,2035,567.25
LNG_CCS,PDP8_rev_high,2036,680.6999999999999
LNG_CCS,PDP8_rev_high,2037,794.15
LNG_CCS,PDP8_rev_high,2038,907.6
LNG_CCS,PDP8_rev_high,2039,1021.0500000000001
LNG_CCS,PDP8_rev_high,2040,1134.5
LNG_CCS,PDP8_rev_high,2041,1247.95
LNG_CCS,PDP8_rev_high,2042,1361.3999999999999
LNG_CCS,PDP8_rev_high,2043,1474.8500000000001
LNG_CCS,PDP8_rev_high,2044,1588.3
LNG_CCS,PDP8_rev_high,2045,1701.75
LNG_CCS,PDP8_rev_high,2046,1815.2
LNG_CCS,PDP8_rev_high,2047,1928.6499999999999
LNG_CCS,PDP8_rev_high,2048,2042.1000000000001
LNG_CCS,PDP8_rev_high,2049,2155.5499999999997
LNG_CCS,PDP8_rev_high,2050,2269
LNG_GH2,PDP8_rev_high,2000,NA
LNG_GH2,PDP8_rev_high,2001,NA
LNG_GH2,PDP8_rev_high,2002,NA
LNG_GH2,PDP8_rev_high,2003,NA
LNG_GH2,PDP8_rev_high,2004,NA
LNG_GH2,PDP8_rev_high,2005,NA
LNG_GH2,PDP8_rev_high,2006,NA
LNG_GH2,PDP8_rev_high,2007,NA
LNG_GH2,PDP8_rev_high,2008,NA
LNG_GH2,PDP8_rev_high,2009,NA
LNG_GH2,PDP8_rev_high,2010,NA
LNG_GH2,PDP8_rev_high,2011,NA
LNG_GH2,PDP8_rev_high,2012,NA
LNG_GH2,PDP8_rev_high,2013,NA
LNG_GH2,PDP8_rev_high,2014,NA
LNG_GH2,PDP8_rev_high,2015,NA
LNG_GH2,PDP8_rev_high,2016,NA
LNG_GH2,PDP8_rev_high,2017,NA
LNG_GH2,PDP8_rev_high,2018,NA
LNG_GH2,PDP8_rev_high,2019,NA
LNG_GH2,PDP8_rev_high,2020,NA
LNG_GH2,PDP8_rev_high,2021,NA
LNG_GH2,PDP8_rev_high,2022,NA
LNG_GH2,PDP8_rev_high,2023,NA
LNG_GH2,PDP8_rev_high,2024,NA
LNG_GH2,PDP8_rev_high,2025,0
LNG_GH2,PDP8_rev_high,2026,0
LNG_GH2,PDP8_rev_high,2027,0
LNG_GH2,PDP8_rev_high,2028,0
LNG_GH2,PDP8_rev_high,2029,0
LNG_GH2,PDP8_rev_high,2030,0
LNG_GH2,PDP8_rev_high,2031,1306.15
LNG_GH2,PDP8_rev_high,2032,2612.3
LNG_GH2,PDP8_rev_high,2033,3918.45
LNG_GH2,PDP8_rev_high,2034,5224.6
LNG_GH2,PDP8_rev_high,2035,6530.75
LNG_GH2,PDP8_rev_high,2036,7836.9
LNG_GH2,PDP8_rev_high,2037,9143.05
LNG_GH2,PDP8_rev_high,2038,10449.2
LNG_GH2,PDP8_rev_high,2039,11755.35
LNG_GH2,PDP8_rev_high,2040,13061.5
LNG_GH2,PDP8_rev_high,2041,14367.650000000001
LNG_GH2,PDP8_rev_high,2042,15673.8
LNG_GH2,PDP8_rev_high,2043,16979.95
LNG_GH2,PDP8_rev_high,2044,18286.1
LNG_GH2,PDP8_rev_high,2045,19592.25
LNG_GH2,PDP8_rev_high,2046,20898.4
LNG_GH2,PDP8_rev_high,2047,22204.55
LNG_GH2,PDP8_rev_high,2048,23510.7
LNG_GH2,PDP8_rev_high,2049,24816.85
LNG_GH2,PDP8_rev_high,2050,26123
LNG_H2,PDP8_rev_high,2000,NA
LNG_H2,PDP8_rev_high,2001,NA
LNG_H2,PDP8_rev_high,2002,NA
LNG_H2,PDP8_rev_high,2003,NA
LNG_H2,PDP8_rev_high,2004,NA
LNG_H2,PDP8_rev_high,2005,NA
LNG_H2,PDP8_rev_high,2006,NA
LNG_H2,PDP8_rev_high,2007,NA
LNG_H2,PDP8_rev_high,2008,NA
LNG_H2,PDP8_rev_high,2009,NA
LNG_H2,PDP8_rev_high,2010,NA
LNG_H2,PDP8_rev_high,2011,NA
LNG_H2,PDP8_rev_high,2012,NA
LNG_H2,PDP8_rev_high,2013,NA
LNG_H2,PDP8_rev_high,2014,NA
LNG_H2,PDP8_rev_high,2015,NA
LNG_H2,PDP8_rev_high,2016,NA
LNG_H2,PDP8_rev_high,2017,NA
LNG_H2,PDP8_rev_high,2018,NA
LNG_H2,PDP8_rev_high,2019,NA
LNG_H2,PDP8_rev_high,2020,NA
LNG_H2,PDP8_rev_high,2021,NA
LNG_H2,PDP8_rev_high,2022,NA
LNG_H2,PDP8_rev_high,2023,NA
LNG_H2,PDP8_rev_high,2024,NA
LNG_H2,PDP8_rev_high,2025,0
LNG_H2,PDP8_rev_high,2026,0
LNG_H2,PDP8_rev_high,2027,0
LNG_H2,PDP8_rev_high,2028,0
LNG_H2,PDP8_rev_high,2029,0
LNG_H2,PDP8_rev_high,2030,0
LNG_H2,PDP8_rev_high,2031,566.25
LNG_H2,PDP8_rev_high,2032,1132.5
LNG_H2,PDP8_rev_high,2033,1698.75
LNG_H2,PDP8_rev_high,2034,2265
LNG_H2,PDP8_rev_high,2035,2831.25
LNG_H2,PDP8_rev_high,2036,3397.5
LNG_H2,PDP8_rev_high,2037,3963.7499999999995
LNG_H2,PDP8_rev_high,2038,4530
LNG_H2,PDP8_rev_high,2039,5096.25
LNG_H2,PDP8_rev_high,2040,5662.5
LNG_H2,PDP8_rev_high,2041,6228.750000000001
LNG_H2,PDP8_rev_high,2042,6795
LNG_H2,PDP8_rev_high,2043,7361.25
LNG_H2,PDP8_rev_high,2044,7927.499999999999
LNG_H2,PDP8_rev_high,2045,8493.75
LNG_H2,PDP8_rev_high,2046,9060
LNG_H2,PDP8_rev_high,2047,9626.25
LNG_H2,PDP8_rev_high,2048,10192.5
LNG_H2,PDP8_rev_high,2049,10758.75
LNG_H2,PDP8_rev_high,2050,11325
Nuclear,PDP8_rev_high,2000,NA
Nuclear,PDP8_rev_high,2001,NA
Nuclear,PDP8_rev_high,2002,NA
Nuclear,PDP8_rev_high,2003,NA
Nuclear,PDP8_rev_high,2004,NA
Nuclear,PDP8_rev_high,2005,NA
Nuclear,PDP8_rev_high,2006,NA
Nuclear,PDP8_rev_high,2007,NA
Nuclear,PDP8_rev_high,2008,NA
Nuclear,PDP8_rev_high,2009,NA
Nuclear,PDP8_rev_high,2010,NA
Nuclear,PDP8_rev_high,2011,NA
Nuclear,PDP8_rev_high,2012,NA
Nuclear,PDP8_rev_high,2013,NA
Nuclear,PDP8_rev_high,2014,NA
Nuclear,PDP8_rev_high,2015,NA
Nuclear,PDP8_rev_high,2016,NA
Nuclear,PDP8_rev_high,2017,NA
Nuclear,PDP8_rev_high,2018,NA
Nuclear,PDP8_rev_high,2019,NA
Nuclear,PDP8_rev_high,2020,NA
Nuclear,PDP8_rev_high,2021,NA
Nuclear,PDP8_rev_high,2022,NA
Nuclear,PDP8_rev_high,2023,NA
Nuclear,PDP8_rev_high,2024,NA
Nuclear,PDP8_rev_high,2025,0
Nuclear,PDP8_rev_high,2026,1280
Nuclear,PDP8_rev_high,2027,2560
Nuclear,PDP8_rev_high,2028,3840
Nuclear,PDP8_rev_high,2029,5120
Nuclear,PDP8_rev_high,2030,6400
Nuclear,PDP8_rev_high,2031,6800
Nuclear,PDP8_rev_high,2032,7200
Nuclear,PDP8_rev_high,2033,7600
Nuclear,PDP8_rev_high,2034,8000
Nuclear,PDP8_rev_high,2035,8400
Nuclear,PDP8_rev_high,2036,8800
Nuclear,PDP8_rev_high,2037,9200
Nuclear,PDP8_rev_high,2038,9600
Nuclear,PDP8_rev_high,2039,10000
Nuclear,PDP8_rev_high,2040,10400
Nuclear,PDP8_rev_high,2041,10800
Nuclear,PDP8_rev_high,2042,11200
Nuclear,PDP8_rev_high,2043,11600
Nuclear,PDP8_rev_high,2044,12000
Nuclear,PDP8_rev_high,2045,12400
Nuclear,PDP8_rev_high,2046,12800
Nuclear,PDP8_rev_high,2047,13200
Nuclear,PDP8_rev_high,2048,13600
Nuclear,PDP8_rev_high,2049,14000
Nuclear,PDP8_rev_high,2050,14400
Pumped_Hydro,PDP8_rev_high,2000,NA
Pumped_Hydro,PDP8_rev_high,2001,NA
Pumped_Hydro,PDP8_rev_high,2002,NA
Pumped_Hydro,PDP8_rev_high,2003,NA
Pumped_Hydro,PDP8_rev_high,2004,NA
Pumped_Hydro,PDP8_rev_high,2005,NA
Pumped_Hydro,PDP8_rev_high,2006,NA
Pumped_Hydro,PDP8_rev_high,2007,NA
Pumped_Hydro,PDP8_rev_high,2008,NA
Pumped_Hydro,PDP8_rev_high,2009,NA
Pumped_Hydro,PDP8_rev_high,2010,NA
Pumped_Hydro,PDP8_rev_high,2011,NA
Pumped_Hydro,PDP8_rev_high,2012,NA
Pumped_Hydro,PDP8_rev_high,2013,NA
Pumped_Hydro,PDP8_rev_high,2014,NA
Pumped_Hydro,PDP8_rev_high,2015,NA
Pumped_Hydro,PDP8_rev_high,2016,NA
Pumped_Hydro,PDP8_rev_high,2017,NA
Pumped_Hydro,PDP8_rev_high,2018,NA
Pumped_Hydro,PDP8_rev_high,2019,NA
Pumped_Hydro,PDP8_rev_high,2020,NA
Pumped_Hydro,PDP8_rev_high,2021,NA
Pumped_Hydro,PDP8_rev_high,2022,NA
Pumped_Hydro,PDP8_rev_high,2023,NA
Pumped_Hydro,PDP8_rev_high,2024,NA
Pumped_Hydro,PDP8_rev_high,2025,0
Pumped_Hydro,PDP8_rev_high,2026,1200
Pumped_Hydro,PDP8_rev_high,2027,2400
Pumped_Hydro,PDP8_rev_high,2028,3600
Pumped_Hydro,PDP8_rev_high,2029,4800
Pumped_Hydro,PDP8_rev_high,2030,6000
Pumped_Hydro,PDP8_rev_high,2031,6766.35
Pumped_Hydro,PDP8_rev_high,2032,7532.7
Pumped_Hydro,PDP8_rev_high,2033,8299.05
Pumped_Hydro,PDP8_rev_high,2034,9065.4
Pumped_Hydro,PDP8_rev_high,2035,9831.75
Pumped_Hydro,PDP8_rev_high,2036,10598.099999999999
Pumped_Hydro,PDP8_rev_high,2037,11364.45
Pumped_Hydro,PDP8_rev_high,2038,12130.8
Pumped_Hydro,PDP8_rev_high,2039,12897.150000000001
Pumped_Hydro,PDP8_rev_high,2040,13663.5
Pumped_Hydro,PDP8_rev_high,2041,14429.85
Pumped_Hydro,PDP8_rev_high,2042,15196.199999999999
Pumped_Hydro,PDP8_rev_high,2043,15962.550000000001
Pumped_Hydro,PDP8_rev_high,2044,16728.9
Pumped_Hydro,PDP8_rev_high,2045,17495.25
Pumped_Hydro,PDP8_rev_high,2046,18261.6
Pumped_Hydro,PDP8_rev_high,2047,19027.949999999997
Pumped_Hydro,PDP8_rev_high,2048,19794.300000000003
Pumped_Hydro,PDP8_rev_high,2049,20560.65
Pumped_Hydro,PDP8_rev_high,2050,21327
Pumped_storagehydro_BESS,PDP8_rev_high,2000,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2001,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2002,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2003,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2004,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2005,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2006,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2007,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2008,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2009,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2010,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2011,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2012,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2013,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2014,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2015,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2016,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2017,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2018,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2019,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2020,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2021,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2022,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2023,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2024,NA
Pumped_storagehydro_BESS,PDP8_rev_high,2025,0
Pumped_storagehydro_BESS,PDP8_rev_high,2026,4460
Pumped_storagehydro_BESS,PDP8_rev_high,2027,8920
Pumped_storagehydro_BESS,PDP8_rev_high,2028,13380
Pumped_storagehydro_BESS,PDP8_rev_high,2029,17840
Pumped_storagehydro_BESS,PDP8_rev_high,2030,22300
Pumped_storagehydro_BESS,PDP8_rev_high,2031,27057.35
Pumped_storagehydro_BESS,PDP8_rev_high,2032,31814.7
Pumped_storagehydro_BESS,PDP8_rev_high,2033,36572.05
Pumped_storagehydro_BESS,PDP8_rev_high,2034,41329.4
Pumped_storagehydro_BESS,PDP8_rev_high,2035,46086.75
Pumped_storagehydro_BESS,PDP8_rev_high,2036,50844.1
Pumped_storagehydro_BESS,PDP8_rev_high,2037,55601.45
Pumped_storagehydro_BESS,PDP8_rev_high,2038,60358.8
Pumped_storagehydro_BESS,PDP8_rev_high,2039,65116.15
Pumped_storagehydro_BESS,PDP8_rev_high,2040,69873.5
Pumped_storagehydro_BESS,PDP8_rev_high,2041,74630.85
Pumped_storagehydro_BESS,PDP8_rev_high,2042,79388.2
Pumped_storagehydro_BESS,PDP8_rev_high,2043,84145.55
Pumped_storagehydro_BESS,PDP8_rev_high,2044,88902.9
Pumped_storagehydro_BESS,PDP8_rev_high,2045,93660.25
Pumped_storagehydro_BESS,PDP8_rev_high,2046,98417.6
Pumped_storagehydro_BESS,PDP8_rev_high,2047,103174.95
Pumped_storagehydro_BESS,PDP8_rev_high,2048,107932.3
Pumped_storagehydro_BESS,PDP8_rev_high,2049,112689.65
Pumped_storagehydro_BESS,PDP8_rev_high,2050,117447
PV,PDP8_rev_high,2000,0
PV,PDP8_rev_high,2001,0
PV,PDP8_rev_high,2002,0
PV,PDP8_rev_high,2003,0
PV,PDP8_rev_high,2004,0
PV,PDP8_rev_high,2005,0
PV,PDP8_rev_high,2006,0
PV,PDP8_rev_high,2007,0
PV,PDP8_rev_high,2008,0
PV,PDP8_rev_high,2009,0
PV,PDP8_rev_high,2010,0
PV,PDP8_rev_high,2011,0
PV,PDP8_rev_high,2012,0
PV,PDP8_rev_high,2013,0
PV,PDP8_rev_high,2014,10
PV,PDP8_rev_high,2015,10
PV,PDP8_rev_high,2016,10
PV,PDP8_rev_high,2017,10
PV,PDP8_rev_high,2018,100
PV,PDP8_rev_high,2019,4990
PV,PDP8_rev_high,2020,16660
PV,PDP8_rev_high,2021,16660
PV,PDP8_rev_high,2022,16700
PV,PDP8_rev_high,2023,18590
PV,PDP8_rev_high,2024,18670
PV,PDP8_rev_high,2025,16919
PV,PDP8_rev_high,2026,28218.4
PV,PDP8_rev_high,2027,39517.8
PV,PDP8_rev_high,2028,50817.2
PV,PDP8_rev_high,2029,62116.600000000006
PV,PDP8_rev_high,2030,73416
PV,PDP8_rev_high,2031,84527.5
PV,PDP8_rev_high,2032,95639
PV,PDP8_rev_high,2033,106750.5
PV,PDP8_rev_high,2034,117862
PV,PDP8_rev_high,2035,128973.5
PV,PDP8_rev_high,2036,140085
PV,PDP8_rev_high,2037,151196.5
